IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
140692515,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,20:00,MISSION,NONE,16TH ST / SHOTWELL ST,-122.416389710283,37.7652491154383,"(37.7652491154383, -122.416389710283)",14069251507021
140688138,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,19:00,TARAVAL,NONE,100 Block of EUCALYPTUS DR,-122.472450615076,37.7310098249312,"(37.7310098249312, -122.472450615076)",14068813807021
140692082,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,17:00,BAYVIEW,NONE,400 Block of GOETTINGEN ST,-122.406247835455,37.7262636639678,"(37.7262636639678, -122.406247835455)",14069208207021
140689114,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,17:00,MISSION,NONE,SOUTH VAN NESS AV / 18TH ST,-122.417180448635,37.7619674218102,"(37.7619674218102, -122.417180448635)",14068911407021
140688439,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,16:00,INGLESIDE,NONE,300 Block of MAYNARD ST,-122.422848816355,37.7299407202717,"(37.7299407202717, -122.422848816355)",14068843907021
140724453,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,16:00,MISSION,NONE,4100 Block of CESAR CHAVEZ ST,-122.4329354968,37.7473971174769,"(37.7473971174769, -122.4329354968)",14072445307021
140688821,VEHICLE THEFT,STOLEN TRUCK,Saturday,08/16/2014,15:30,MISSION,NONE,HOFF ST / 16TH ST,-122.420580440111,37.7649968622937,"(37.7649968622937, -122.420580440111)",14068882107025
140688865,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,13:00,INGLESIDE,NONE,DELANO AV / GENEVA AV,-122.44512779465,37.7200882952758,"(37.7200882952758, -122.44512779465)",14068886507021
140688122,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,11:00,SOUTHERN,NONE,MCCOPPIN ST / OTIS ST,-122.420347208832,37.7717690722244,"(37.7717690722244, -122.420347208832)",14068812207021
140686712,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,10:30,NORTHERN,NONE,POLK ST / OFARRELL ST,-122.419549568783,37.7849590112628,"(37.7849590112628, -122.419549568783)",14068671207021
140686217,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,01:00,SOUTHERN,NONE,5TH ST / FOLSOM ST,-122.403390364796,37.7802655777189,"(37.7802655777189, -122.403390364796)",14068621707021
140685065,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/16/2014,00:01,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",14068506507021
140685184,VEHICLE THEFT,STOLEN TRUCK,Friday,08/15/2014,23:59,MISSION,NONE,200 Block of VALENCIA ST,-122.422297658234,37.7684427416002,"(37.7684427416002, -122.422297658234)",14068518407025
140684647,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,23:30,BAYVIEW,NONE,300 Block of WILLIAMS AV,-122.399443658942,37.7301760161647,"(37.7301760161647, -122.399443658942)",14068464707021
140685689,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,23:00,TARAVAL,NONE,200 Block of BYXBEE ST,-122.469775935606,37.7187874782805,"(37.7187874782805, -122.469775935606)",14068568907021
140685178,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,22:30,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,-122.405997030532,37.7332480041819,"(37.7332480041819, -122.405997030532)",14068517807021
140684619,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,20:30,SOUTHERN,UNFOUNDED,MISSION ST / 1ST ST,-122.397576409113,37.7897619308836,"(37.7897619308836, -122.397576409113)",14068461907021
140684976,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,20:00,CENTRAL,NONE,700 Block of PINE ST,-122.408545193523,37.7911991518023,"(37.7911991518023, -122.408545193523)",14068497607021
140686615,VEHICLE THEFT,STOLEN TRUCK,Friday,08/15/2014,20:00,BAYVIEW,PROSECUTED BY OUTSIDE AGENCY,1600 Block of REVERE AV,-122.390815719788,37.732099514522,"(37.732099514522, -122.390815719788)",14068661507025
140684396,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,20:00,NORTHERN,NONE,PINE ST / BUCHANAN ST,-122.43035733524,37.7883672816102,"(37.7883672816102, -122.43035733524)",14068439607021
140684835,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,19:45,MISSION,NONE,FOLSOM ST / 15TH ST,-122.415464372874,37.7669370292874,"(37.7669370292874, -122.415464372874)",14068483507021
140684556,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,08/15/2014,17:00,BAYVIEW,NONE,0 Block of CASHMERE ST,-122.382705072801,37.7358858148594,"(37.7358858148594, -122.382705072801)",14068455607020
140684556,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,17:00,BAYVIEW,NONE,0 Block of CASHMERE ST,-122.382705072801,37.7358858148594,"(37.7358858148594, -122.382705072801)",14068455607021
140688962,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,08/15/2014,15:30,MISSION,NONE,BRYANT ST / 17TH ST,-122.410365570579,37.7643113176295,"(37.7643113176295, -122.410365570579)",14068896207023
140682776,VEHICLE THEFT,STOLEN TRUCK,Friday,08/15/2014,12:20,INGLESIDE,NONE,200 Block of LONDON ST,-122.433515832649,37.7251070324143,"(37.7251070324143, -122.433515832649)",14068277607025
140683398,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,11:30,INGLESIDE,NONE,300 Block of COLLEGE AV,-122.423891163922,37.7340513328069,"(37.7340513328069, -122.423891163922)",14068339807021
140685708,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,11:30,PARK,NONE,FELL ST / CENTRAL AV,-122.444217653151,37.7732099933428,"(37.7732099933428, -122.444217653151)",14068570807021
140681740,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/15/2014,01:00,TARAVAL,NONE,1200 Block of 19TH AV,-122.477111187189,37.7644902928075,"(37.7644902928075, -122.477111187189)",14068174007021
140872400,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,08/14/2014,23:59,BAYVIEW,NONE,1500 Block of MCKINNON AV,-122.388278470384,37.7353946024567,"(37.7353946024567, -122.388278470384)",14087240007023
140681803,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/14/2014,22:00,TARAVAL,NONE,1900 Block of 34TH AV,-122.492418987116,37.7507103156585,"(37.7507103156585, -122.492418987116)",14068180307025
140682447,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/14/2014,21:30,INGLESIDE,NONE,100 Block of SANTAMARINA ST,-122.420416047958,37.73961287518,"(37.73961287518, -122.420416047958)",14068244707025
140682378,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/14/2014,21:30,TARAVAL,NONE,SANTIAGO ST / 16TH AV,-122.470365997562,37.74515794927,"(37.74515794927, -122.470365997562)",14068237807025
140682497,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,21:00,INGLESIDE,NONE,300 Block of CONGO ST,-122.441954703158,37.731973276,"(37.731973276, -122.441954703158)",14068249707021
140683633,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,20:30,BAYVIEW,UNFOUNDED,1300 Block of 18TH ST,-122.396058574479,37.7626629990289,"(37.7626629990289, -122.396058574479)",14068363307021
140685338,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,20:30,TARAVAL,UNFOUNDED,4100 Block of JUDAH ST,-122.506470085569,37.760345451726,"(37.760345451726, -122.506470085569)",14068533807021
140685203,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/14/2014,20:00,TARAVAL,NONE,2000 Block of 16TH AV,-122.472867581058,37.7497042956717,"(37.7497042956717, -122.472867581058)",14068520307025
140683865,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,19:20,BAYVIEW,NONE,0 Block of THOMASMELLON CR,-122.392427792182,37.7100981806168,"(37.7100981806168, -122.392427792182)",14068386507021
140682049,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,19:00,BAYVIEW,NONE,400 Block of GIRARD ST,-122.404276816063,37.7267792604882,"(37.7267792604882, -122.404276816063)",14068204907021
140680532,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,18:00,TARAVAL,NONE,100 Block of HOLLOWAY AV,-122.454626813785,37.7219048931886,"(37.7219048931886, -122.454626813785)",14068053207021
140685758,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,08/14/2014,18:00,PARK,NONE,FELL ST / BRODERICK ST,-122.43927866767,37.7738462272885,"(37.7738462272885, -122.43927866767)",14068575807020
140685758,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,18:00,PARK,NONE,FELL ST / BRODERICK ST,-122.43927866767,37.7738462272885,"(37.7738462272885, -122.43927866767)",14068575807021
140693002,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,18:00,INGLESIDE,NONE,EXCELSIOR AV / LONDON ST,-122.432856568129,37.7258720829741,"(37.7258720829741, -122.432856568129)",14069300207021
140688990,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,17:00,MISSION,NONE,2700 Block of HARRISON ST,-122.411903135776,37.7534181025184,"(37.7534181025184, -122.411903135776)",14068899007021
140682538,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,16:45,MISSION,NONE,1300 Block of HAMPSHIRE ST,-122.406992144052,37.7504972860539,"(37.7504972860539, -122.406992144052)",14068253807021
140683661,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,08/14/2014,16:45,NORTHERN,NONE,AVILA ST / CHESTNUT ST,-122.440312380104,37.8003013096043,"(37.8003013096043, -122.440312380104)",14068366107023
140680764,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/14/2014,15:00,TARAVAL,NONE,500 Block of JOHNMUIR DR,-122.49206801734,37.7143615498756,"(37.7143615498756, -122.49206801734)",14068076407025
140682798,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,15:00,BAYVIEW,NONE,2200 Block of JERROLD AV,-122.401153325445,37.7455266252261,"(37.7455266252261, -122.401153325445)",14068279807021
140684023,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,12:30,PARK,NONE,1900 Block of GOLDEN GATE AV,-122.442690992495,37.7781381437865,"(37.7781381437865, -122.442690992495)",14068402307021
140693096,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,09:00,RICHMOND,UNFOUNDED,500 Block of 5TH AV,-122.462938098386,37.7781960457092,"(37.7781960457092, -122.462938098386)",14069309607021
140678941,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,08:35,SOUTHERN,NONE,VERMONT ST / 16TH ST,-122.404625868234,37.7659589563587,"(37.7659589563587, -122.404625868234)",14067894107021
140685059,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/14/2014,07:55,MISSION,NONE,500 Block of CAPP ST,-122.417955821717,37.7578801214437,"(37.7578801214437, -122.417955821717)",14068505907025
140680617,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,07:00,BAYVIEW,NONE,800 Block of PHELPS ST,-122.391047260131,37.7401936552465,"(37.7401936552465, -122.391047260131)",14068061707021
140678725,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,08/14/2014,06:45,SOUTHERN,NONE,400 Block of BERRY ST,-122.398973245,37.7712675583636,"(37.7712675583636, -122.398973245)",14067872507023
140683144,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,01:30,INGLESIDE,NONE,400 Block of PRECITA AV,-122.411099724662,37.7468571046105,"(37.7468571046105, -122.411099724662)",14068314407021
140678719,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/14/2014,00:01,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.423583118335,37.7373272692065,"(37.7373272692065, -122.423583118335)",14067871907021
140679024,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,23:00,MISSION,NONE,800 Block of FLORIDA ST,-122.410534598802,37.7583377595165,"(37.7583377595165, -122.410534598802)",14067902407021
140679488,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,22:00,INGLESIDE,NONE,800 Block of PERALTA AV,-122.408984240449,37.7393246588284,"(37.7393246588284, -122.408984240449)",14067948807021
140682914,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,08/13/2014,22:00,PARK,NONE,1200 Block of WALLER ST,-122.444288355683,37.7693343633403,"(37.7693343633403, -122.444288355683)",14068291407023
140677852,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,21:55,BAYVIEW,NONE,2700 Block of SAN BRUNO AV,-122.403408669191,37.72700531963,"(37.72700531963, -122.403408669191)",14067785207021
140678957,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,21:30,MISSION,NONE,1000 Block of CAPP ST,-122.417192395984,37.7498863746378,"(37.7498863746378, -122.417192395984)",14067895707021
140680247,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,21:16,INGLESIDE,NONE,0 Block of LUNDYS LN,-122.418627639566,37.7443787798501,"(37.7443787798501, -122.418627639566)",14068024707021
140680021,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,21:00,INGLESIDE,NONE,0 Block of MILL ST,-122.405806134901,37.7189315849193,"(37.7189315849193, -122.405806134901)",14068002107021
140679933,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,19:00,TARAVAL,NONE,2100 Block of 18TH AV,-122.475019947818,37.7477386378715,"(37.7477386378715, -122.475019947818)",14067993307021
140679660,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,08/13/2014,19:00,PARK,NONE,SCOTT ST / GROVE ST,-122.436320693669,37.7761363427995,"(37.7761363427995, -122.436320693669)",14067966007023
140679278,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,18:30,INGLESIDE,NONE,BOSWORTH ST / BROMPTON AV,-122.434997541897,37.7337179258057,"(37.7337179258057, -122.434997541897)",14067927807021
140678872,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,17:45,PARK,NONE,700 Block of ASHBURY ST,-122.446621784903,37.7681208012961,"(37.7681208012961, -122.446621784903)",14067887207021
140678731,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/13/2014,17:00,INGLESIDE,"ARREST, BOOKED",100 Block of EUGENIA AV,-122.420538639476,37.7415095013136,"(37.7415095013136, -122.420538639476)",14067873107025
140676741,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,16:35,BAYVIEW,NONE,300 Block of HALE ST,-122.411793667451,37.7310807089841,"(37.7310807089841, -122.411793667451)",14067674107021
140680645,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,16:00,MISSION,NONE,2100 Block of MARKET ST,-122.430018655242,37.7668305229582,"(37.7668305229582, -122.430018655242)",14068064507021
140676371,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,08/13/2014,14:38,INGLESIDE,"ARREST, BOOKED",300 Block of COLERIDGE ST,-122.42157265588,37.7409597087893,"(37.7409597087893, -122.42157265588)",14067637107020
140676371,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/13/2014,14:38,INGLESIDE,"ARREST, BOOKED",300 Block of COLERIDGE ST,-122.42157265588,37.7409597087893,"(37.7409597087893, -122.42157265588)",14067637107025
140676183,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/13/2014,13:30,TARAVAL,NONE,2700 Block of MORAGA ST,-122.4921542254,37.7554765355042,"(37.7554765355042, -122.4921542254)",14067618307025
140676092,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,08/13/2014,11:00,RICHMOND,"ARREST, BOOKED",CLAY ST / PRESIDIO AV,-122.447149277437,37.7890690756256,"(37.7890690756256, -122.447149277437)",14067609207020
140676092,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,11:00,RICHMOND,"ARREST, BOOKED",CLAY ST / PRESIDIO AV,-122.447149277437,37.7890690756256,"(37.7890690756256, -122.447149277437)",14067609207021
140678509,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/13/2014,09:00,RICHMOND,NONE,5200 Block of GEARY BL,-122.475646509402,37.7806312826015,"(37.7806312826015, -122.475646509402)",14067850907025
140676337,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/13/2014,08:30,TARAVAL,NONE,800 Block of PLYMOUTH AV,-122.456031872087,37.7178642951748,"(37.7178642951748, -122.456031872087)",14067633707025
140677040,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/13/2014,08:00,NORTHERN,NONE,100 Block of ROSE ST,-122.42302997814,37.7735839956115,"(37.7735839956115, -122.42302997814)",14067704007025
140682099,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,08:00,MISSION,NONE,CESAR CHAVEZ ST / ALABAMA ST,-122.410549321721,37.7483157742862,"(37.7483157742862, -122.410549321721)",14068209907021
140675828,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,06:45,RICHMOND,NONE,2500 Block of SCOTT ST,-122.439693104285,37.7932031351607,"(37.7932031351607, -122.439693104285)",14067582807021
140675107,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Wednesday,08/13/2014,06:01,CENTRAL,NONE,900 Block of LOMBARD ST,-122.41715005134,37.8022498327371,"(37.8022498327371, -122.41715005134)",14067510707051
140675050,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,04:02,TARAVAL,NONE,700 Block of TARAVAL ST,-122.474102710416,37.7431744969963,"(37.7431744969963, -122.474102710416)",14067505007021
140677379,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/13/2014,02:00,INGLESIDE,NONE,500 Block of JOOST AV,-122.44694416364,37.732389964546,"(37.732389964546, -122.44694416364)",14067737907021
140677385,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,23:00,INGLESIDE,NONE,0 Block of DANTON ST,-122.432325471407,37.7311881048996,"(37.7311881048996, -122.432325471407)",14067738507021
140675549,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,22:30,MISSION,NONE,23RD ST / TREAT AV,-122.41314231312,37.7541658571765,"(37.7541658571765, -122.41314231312)",14067554907021
140675210,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,22:00,BAYVIEW,NONE,HOLYOKE ST / WAYLAND ST,-122.408044610532,37.7251420754898,"(37.7251420754898, -122.408044610532)",14067521007021
140674472,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/12/2014,21:00,MISSION,NONE,2300 Block of MISSION ST,-122.419196838603,37.7594144253287,"(37.7594144253287, -122.419196838603)",14067447207025
140675317,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/12/2014,20:00,RICHMOND,NONE,500 Block of 33RD AV,-122.493162175267,37.778715767783,"(37.778715767783, -122.493162175267)",14067531707025
140674933,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,19:30,TARAVAL,NONE,2500 Block of SAN JOSE AV,-122.450052599592,37.7166493235963,"(37.7166493235963, -122.450052599592)",14067493307021
140675602,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,19:00,CENTRAL,NONE,JONES ST / UNION ST,-122.415763895299,37.7996148912202,"(37.7996148912202, -122.415763895299)",14067560207021
140677181,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,18:30,SOUTHERN,NONE,400 Block of BEALE ST,-122.390442417378,37.7867889414482,"(37.7867889414482, -122.390442417378)",14067718107021
140675737,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,17:00,SOUTHERN,NONE,8TH ST / MINNA ST,-122.412620258006,37.7770259271797,"(37.7770259271797, -122.412620258006)",14067573707021
140674240,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,16:00,PARK,NONE,900 Block of COLE ST,-122.44993043299,37.7653155983973,"(37.7653155983973, -122.44993043299)",14067424007021
140673446,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,15:30,NORTHERN,NONE,700 Block of VANNESS AV,-122.42092720429,37.7826516081589,"(37.7826516081589, -122.42092720429)",14067344607021
140676707,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/12/2014,15:30,SOUTHERN,NONE,HOWARD ST / 8TH ST,-122.411609760643,37.7762209908405,"(37.7762209908405, -122.411609760643)",14067670707025
140673117,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,05:30,SOUTHERN,NONE,FREELON ST / 4TH ST,-122.397066698493,37.7787523253223,"(37.7787523253223, -122.397066698493)",14067311707021
140672501,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,02:30,INGLESIDE,NONE,700 Block of VIENNA ST,-122.433412842892,37.7165965742893,"(37.7165965742893, -122.433412842892)",14067250107021
140672818,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,01:00,PARK,NONE,0 Block of BRODERICK ST,-122.438683070746,37.7705913965555,"(37.7705913965555, -122.438683070746)",14067281807021
140672818,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/12/2014,01:00,PARK,NONE,0 Block of BRODERICK ST,-122.438683070746,37.7705913965555,"(37.7705913965555, -122.438683070746)",14067281807023
140674109,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/12/2014,00:30,TARAVAL,NONE,1200 Block of 30TH AV,-122.488905556252,37.7639706619358,"(37.7639706619358, -122.488905556252)",14067410907021
140672642,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,21:30,INGLESIDE,NONE,1600 Block of VALENCIA ST,-122.420005752915,37.7459866015687,"(37.7459866015687, -122.420005752915)",14067264207021
140672777,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,21:00,TARAVAL,NONE,1700 Block of PACHECO ST,-122.478903847011,37.750446448203,"(37.750446448203, -122.478903847011)",14067277707021
140671365,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,20:30,CENTRAL,"ARREST, BOOKED",JONES ST / GEARY ST,-122.413174494396,37.786719015554,"(37.786719015554, -122.413174494396)",14067136507025
140671581,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,19:40,CENTRAL,NONE,200 Block of DAVIS ST,-122.397955552905,37.7948731657134,"(37.7948731657134, -122.397955552905)",14067158107021
140671161,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,19:00,INGLESIDE,NONE,RICHLAND AV / MURRAY ST,-122.420164211428,37.7357763298363,"(37.7357763298363, -122.420164211428)",14067116107025
140671923,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,18:30,INGLESIDE,NONE,500 Block of ANDOVER ST,-122.416733211034,37.7366741717169,"(37.7366741717169, -122.416733211034)",14067192307021
140672062,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,17:00,BAYVIEW,NONE,1400 Block of VANDYKE AV,-122.389588134185,37.7276265553903,"(37.7276265553903, -122.389588134185)",14067206207021
141077726,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,15:07,TENDERLOIN,NONE,300 Block of MASON ST,-122.409797430148,37.7864220856559,"(37.7864220856559, -122.409797430148)",14107772607025
140673468,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,15:00,MISSION,NONE,4500 Block of 19TH ST,-122.439653538683,37.7590574548561,"(37.7590574548561, -122.439653538683)",14067346807021
140689675,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,14:00,INGLESIDE,NONE,FRANCONIA ST / POWHATTAN AV,-122.408392713476,37.7412581621895,"(37.7412581621895, -122.408392713476)",14068967507021
140669627,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,12:15,CENTRAL,NONE,JONES ST / BEACH ST,-122.417265053145,37.807073051215,"(37.807073051215, -122.417265053145)",14066962707021
140686063,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,12:00,TARAVAL,NONE,MIRAMAR AV / GRAFTON AV,-122.458177199383,37.7200259234837,"(37.7200259234837, -122.458177199383)",14068606307021
140670624,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,12:00,MISSION,NONE,19TH ST / NOE ST,-122.432639640388,37.7594240091882,"(37.7594240091882, -122.432639640388)",14067062407025
140680087,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,08/11/2014,11:00,TARAVAL,NONE,32ND AV / IRVING ST,-122.49105209451,37.7629457326087,"(37.7629457326087, -122.49105209451)",14068008707023
140694696,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,11:00,BAYVIEW,NONE,18TH ST / TEXAS ST,-122.395565262125,37.7626384173116,"(37.7626384173116, -122.395565262125)",14069469607025
140669962,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,08:30,TARAVAL,NONE,29TH AV / QUINTARA ST,-122.486791901929,37.7481702680008,"(37.7481702680008, -122.486791901929)",14066996207025
140670674,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,08:30,MISSION,NONE,POTRERO AV / 15TH ST,-122.407685897302,37.7670824029841,"(37.7670824029841, -122.407685897302)",14067067407021
140683376,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,08:00,MISSION,NONE,CLOVER ST / 18TH ST,-122.441566501516,37.7604886900173,"(37.7604886900173, -122.441566501516)",14068337607021
140682130,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,07:00,MISSION,NONE,GUERRERO ST / 24TH ST,-122.422879961412,37.7519719058164,"(37.7519719058164, -122.422879961412)",14068213007021
140669019,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/11/2014,01:00,MISSION,NONE,3900 Block of 22ND ST,-122.435163526159,37.7543903568225,"(37.7543903568225, -122.435163526159)",14066901907021
140668908,VEHICLE THEFT,STOLEN TRUCK,Monday,08/11/2014,00:01,INGLESIDE,NONE,600 Block of MORSE ST,-122.445135646356,37.7113230117572,"(37.7113230117572, -122.445135646356)",14066890807025
140669360,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,08/10/2014,23:55,PARK,NONE,1300 Block of 6TH AV,-122.463104831607,37.763225899873,"(37.763225899873, -122.463104831607)",14066936007023
140669207,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,08/10/2014,23:00,PARK,NONE,200 Block of IRVING ST,-122.460429077329,37.7642400754979,"(37.7642400754979, -122.460429077329)",14066920707023
140669025,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/10/2014,21:30,INGLESIDE,NONE,400 Block of LONDON ST,-122.435867025652,37.7219999573137,"(37.7219999573137, -122.435867025652)",14066902507025
140670828,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/10/2014,21:00,BAYVIEW,NONE,1600 Block of KIRKWOOD AV,-122.390952930587,37.7386625599684,"(37.7386625599684, -122.390952930587)",14067082807021
